                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.45568,                0.27271,                0.89464,                0.96247,                0.98454,                0.98151,                0.78772,                0.83422,                0.34111,                 1.0891,               0.004753,               0.004753,               0.004753
                    161,                 0.4584,                 0.2735,                 0.8965,                 0.9732,                0.98345,                0.98124,                0.79055,                0.82454,                0.34307,                 1.0882,                0.00472,                0.00472,                0.00472
                    162,                0.45764,                0.27209,                0.89434,                0.97117,                0.98172,                0.97903,                0.78984,                0.81707,                 0.3403,                 1.0771,               0.004687,               0.004687,               0.004687
                    163,                0.44818,                0.25873,                0.89373,                0.97369,                0.98289,                0.98121,                0.78816,                0.82362,                0.33766,                 1.0778,               0.004654,               0.004654,               0.004654
                    164,                0.45116,                0.26226,                0.89139,                0.97554,                0.98299,                0.98117,                0.79077,                0.80758,                0.32906,                 1.0733,               0.004621,               0.004621,               0.004621
                    165,                0.44615,                0.26926,                0.89229,                0.96668,                0.98476,                 0.9779,                0.78247,                0.82906,                0.35004,                 1.0849,               0.004588,               0.004588,               0.004588
                    166,                0.45133,                0.27028,                0.89774,                 0.9716,                0.98363,                0.98198,                0.78585,                0.83241,                0.33158,                 1.0832,               0.004555,               0.004555,               0.004555
                    167,                0.43938,                0.25636,                0.88646,                0.96619,                0.98374,                0.98415,                0.79166,                0.83474,                 0.3352,                 1.0876,               0.004522,               0.004522,               0.004522
                    168,                0.44288,                0.26324,                0.89286,                0.96725,                0.98339,                0.98177,                0.78073,                0.85328,                0.34375,                 1.0967,               0.004489,               0.004489,               0.004489
                    169,                 0.4345,                0.25536,                0.89021,                0.96823,                0.98397,                0.98137,                0.77873,                0.85245,                0.33456,                 1.0965,               0.004456,               0.004456,               0.004456
                    170,                0.43716,                 0.2636,                0.89188,                0.97369,                0.98439,                0.98054,                0.78637,                0.83703,                0.33272,                 1.0898,               0.004423,               0.004423,               0.004423
                    171,                0.43942,                0.25845,                0.89453,                0.97405,                0.98323,                 0.9802,                0.78909,                0.82661,                 0.3447,                 1.0882,                0.00439,                0.00439,                0.00439
                    172,                0.43347,                0.25647,                0.89183,                0.97308,                0.98378,                0.98169,                0.78735,                0.83149,                0.34906,                 1.0855,               0.004357,               0.004357,               0.004357
                    173,                0.43002,                0.25497,                0.88323,                0.97273,                0.98368,                0.97831,                0.78407,                0.82818,                0.34305,                 1.0808,               0.004324,               0.004324,               0.004324
                    174,                0.43222,                0.25856,                0.88758,                0.96964,                 0.9892,                0.97766,                0.78504,                0.81526,                0.33856,                 1.0792,               0.004291,               0.004291,               0.004291
                    175,                0.43067,                0.25303,                 0.8856,                0.97064,                0.98117,                0.97785,                0.78772,                0.82387,                0.34138,                 1.0857,               0.004258,               0.004258,               0.004258
                    176,                0.42556,                0.25754,                0.88553,                0.96682,                0.98108,                0.97857,                0.79042,                0.81363,                0.33573,                 1.0789,               0.004225,               0.004225,               0.004225
                    177,                0.42776,                 0.2601,                0.88905,                0.96846,                0.97938,                0.98067,                 0.7908,                0.82518,                0.33745,                 1.0935,               0.004192,               0.004192,               0.004192
                    178,                0.42688,                0.25627,                0.88704,                0.97599,                0.98584,                0.97997,                0.78693,                0.82883,                 0.3303,                 1.0895,               0.004159,               0.004159,               0.004159
                    179,                0.42606,                  0.254,                0.87935,                0.96948,                0.98859,                0.98022,                0.79389,                0.81879,                0.33686,                 1.0848,               0.004126,               0.004126,               0.004126
                    180,                0.42575,                0.25502,                0.88965,                0.96768,                 0.9871,                0.98076,                0.79269,                 0.8097,                0.33006,                  1.077,               0.004093,               0.004093,               0.004093
                    181,                0.41669,                0.24925,                0.88455,                0.97632,                0.98699,                0.98143,                0.79663,                0.82665,                0.33446,                 1.0891,                0.00406,                0.00406,                0.00406
                    182,                0.42302,                0.25312,                0.88413,                0.97441,                0.98584,                0.98073,                0.78757,                0.83844,                0.33755,                 1.0912,               0.004027,               0.004027,               0.004027
                    183,                0.41253,                0.24926,                0.88337,                0.97567,                0.98608,                0.98262,                0.79472,                0.83095,                0.33823,                  1.085,               0.003994,               0.003994,               0.003994
                    184,                0.41648,                0.24556,                0.88394,                0.96932,                0.98833,                0.98108,                0.78398,                0.84251,                0.33152,                 1.0915,               0.003961,               0.003961,               0.003961
                    185,                0.42113,                0.25916,                0.88434,                0.96567,                0.98651,                0.98097,                0.79499,                0.83312,                0.32983,                 1.0854,               0.003928,               0.003928,               0.003928
                    186,                0.41392,                0.25231,                0.88184,                0.96473,                0.98356,                0.98242,                0.78766,                0.82397,                0.34172,                 1.0783,               0.003895,               0.003895,               0.003895
                    187,                0.41464,                0.24419,                0.88503,                0.96994,                0.98228,                0.98529,                0.79529,                0.82938,                0.32388,                 1.0791,               0.003862,               0.003862,               0.003862
                    188,                0.41178,                0.25186,                0.88376,                0.97212,                0.98156,                0.98675,                0.79604,                0.81676,                0.33453,                 1.0768,               0.003829,               0.003829,               0.003829
                    189,                0.41576,                0.24918,                0.88499,                0.96942,                0.98533,                0.98493,                0.79548,                0.81518,                0.32915,                 1.0803,               0.003796,               0.003796,               0.003796
                    190,                0.40663,                0.24849,                0.88097,                0.97404,                0.98427,                0.98354,                0.79195,                0.82666,                0.33669,                 1.0891,               0.003763,               0.003763,               0.003763
                    191,                0.40857,                0.24538,                0.88263,                0.97302,                0.98386,                0.98615,                0.79456,                0.83326,                0.34384,                 1.0936,                0.00373,                0.00373,                0.00373
                    192,                0.40715,                0.24672,                0.88196,                0.97348,                0.98473,                0.98589,                0.79556,                 0.8285,                0.34192,                 1.0863,               0.003697,               0.003697,               0.003697
                    193,                0.40945,                0.24766,                0.88296,                0.97395,                0.98368,                0.98435,                0.79599,                0.82812,                0.33629,                 1.0817,               0.003664,               0.003664,               0.003664
                    194,                0.40204,                0.25118,                0.87612,                0.97545,                 0.9857,                0.98251,                0.79551,                0.82098,                0.33234,                 1.0822,               0.003631,               0.003631,               0.003631
                    195,                 0.4115,                0.24637,                0.88481,                0.96977,                0.98513,                0.97911,                0.78984,                0.81952,                0.33393,                 1.0834,               0.003598,               0.003598,               0.003598
                    196,                0.40346,                0.24736,                0.88019,                0.97571,                0.98375,                 0.9827,                 0.7854,                0.82471,                0.33411,                 1.0873,               0.003565,               0.003565,               0.003565
                    197,                 0.3996,                0.24019,                0.88217,                0.97159,                0.98545,                 0.9802,                0.78567,                0.81515,                 0.3227,                 1.0825,               0.003532,               0.003532,               0.003532
                    198,                0.39182,                0.23811,                0.87862,                0.97036,                0.98738,                0.98505,                0.78477,                0.83361,                0.32466,                 1.0886,               0.003499,               0.003499,               0.003499
                    199,                0.38649,                0.23645,                0.87917,                0.97656,                0.98784,                0.98217,                0.78677,                0.82472,                0.32577,                 1.0845,               0.003466,               0.003466,               0.003466
                    200,                0.39426,                0.24864,                0.88392,                0.97439,                0.98791,                0.98495,                0.78784,                0.83195,                0.32843,                 1.0962,               0.003433,               0.003433,               0.003433
                    201,                0.39276,                 0.2356,                0.87897,                0.97406,                0.98666,                0.98575,                0.79396,                0.82762,                  0.335,                 1.0926,                 0.0034,                 0.0034,                 0.0034
                    202,                0.39596,                0.24023,                0.87703,                0.97566,                0.98598,                0.98534,                0.79223,                0.82312,                0.33392,                 1.0871,               0.003367,               0.003367,               0.003367
                    203,                0.39041,                0.22997,                0.87806,                 0.9795,                0.98427,                 0.9867,                0.79044,                0.82997,                0.32307,                 1.0927,               0.003334,               0.003334,               0.003334
                    204,                0.39516,                0.23844,                0.87977,                0.97982,                0.98352,                0.98398,                0.79132,                 0.8194,                0.32588,                 1.0879,               0.003301,               0.003301,               0.003301
                    205,                0.38179,                0.23256,                0.87466,                0.97851,                0.98372,                0.98482,                0.79131,                0.82184,                0.32371,                 1.0883,               0.003268,               0.003268,               0.003268
                    206,                0.38813,                0.23634,                0.87739,                0.97835,                0.98455,                 0.9867,                0.79399,                0.82093,                0.33018,                 1.0845,               0.003235,               0.003235,               0.003235
                    207,                0.39288,                0.24053,                0.87802,                0.97759,                0.98375,                0.98662,                0.79372,                0.82866,                0.32771,                  1.089,               0.003202,               0.003202,               0.003202
                    208,                0.39143,                0.24365,                0.87337,                0.97528,                 0.9835,                0.98575,                0.79177,                0.82307,                0.32926,                   1.09,               0.003169,               0.003169,               0.003169
                    209,                0.39095,                0.23666,                0.87648,                0.97138,                0.98347,                0.98303,                0.79203,                0.81513,                0.33308,                 1.0824,               0.003136,               0.003136,               0.003136
                    210,                0.38349,                0.24041,                0.87667,                0.97342,                0.98301,                0.98534,                0.79235,                 0.8392,                 0.3325,                 1.0915,               0.003103,               0.003103,               0.003103
                    211,                0.38327,                0.23358,                0.87164,                0.97463,                0.98324,                0.98391,                0.79465,                0.82788,                0.33724,                 1.0853,                0.00307,                0.00307,                0.00307
                    212,                0.37279,                0.22859,                0.87422,                0.97175,                0.98322,                0.98471,                0.79053,                0.82614,                0.32781,                 1.0881,               0.003037,               0.003037,               0.003037
                    213,                0.37281,                0.22918,                0.87612,                0.97442,                0.98337,                0.98594,                0.79471,                0.82695,                 0.3288,                 1.0882,               0.003004,               0.003004,               0.003004
                    214,                0.38092,                0.23831,                0.87616,                0.97571,                0.98327,                0.98008,                0.79216,                0.82274,                0.33165,                 1.0865,               0.002971,               0.002971,               0.002971
                    215,                 0.3743,                0.22949,                0.87129,                0.97169,                0.98374,                0.98155,                0.79638,                0.81095,                0.33102,                 1.0802,               0.002938,               0.002938,               0.002938
                    216,                0.37637,                0.23603,                0.87448,                 0.9697,                0.98335,                0.98281,                  0.796,                0.81396,                0.33297,                 1.0767,               0.002905,               0.002905,               0.002905
                    217,                0.37875,                0.23296,                 0.8764,                0.97551,                0.98289,                0.98662,                0.80359,                0.81791,                0.33016,                 1.0815,               0.002872,               0.002872,               0.002872
                    218,                0.37591,                0.22774,                0.87094,                0.97044,                 0.9832,                0.98571,                 0.7986,                0.81483,                0.32883,                 1.0823,               0.002839,               0.002839,               0.002839
                    219,                0.37166,                0.22785,                0.87391,                0.96798,                0.98305,                0.98487,                0.79985,                0.81373,                0.33305,                 1.0787,               0.002806,               0.002806,               0.002806
                    220,                0.37272,                 0.2293,                0.87399,                0.97008,                0.98268,                0.98436,                0.79216,                0.82317,                0.34443,                 1.0796,               0.002773,               0.002773,               0.002773
                    221,                0.37646,                0.22283,                0.87479,                0.96987,                0.98286,                0.98725,                0.79701,                0.82574,                0.34121,                 1.0831,                0.00274,                0.00274,                0.00274
                    222,                0.37816,                0.23343,                0.87741,                0.97169,                0.98283,                0.98732,                0.79628,                 0.8164,                0.32951,                 1.0819,               0.002707,               0.002707,               0.002707
                    223,                0.36989,                0.22519,                0.87085,                0.97083,                0.98342,                0.98101,                0.79761,                0.81416,                0.32887,                 1.0796,               0.002674,               0.002674,               0.002674
                    224,                0.37239,                0.22548,                0.87464,                0.97377,                0.98329,                0.98101,                 0.7992,                0.81386,                0.32822,                 1.0793,               0.002641,               0.002641,               0.002641
                    225,                0.36419,                0.22085,                0.87308,                0.97585,                0.98321,                 0.9811,                0.80132,                0.81663,                0.32434,                 1.0821,               0.002608,               0.002608,               0.002608
                    226,                0.35863,                0.21784,                0.86819,                0.97589,                0.98333,                0.98116,                0.79959,                0.81575,                0.32201,                 1.0833,               0.002575,               0.002575,               0.002575
                    227,                 0.3659,                0.22156,                0.87513,                0.97521,                 0.9832,                0.97777,                0.78959,                0.82156,                0.32734,                  1.085,               0.002542,               0.002542,               0.002542
                    228,                 0.3583,                0.22049,                0.86901,                0.97543,                0.98325,                0.97838,                0.78815,                0.82437,                0.32884,                 1.0883,               0.002509,               0.002509,               0.002509
                    229,                0.36521,                0.22277,                0.87132,                0.97606,                0.98318,                0.97978,                0.79094,                 0.8256,                 0.3304,                 1.0887,               0.002476,               0.002476,               0.002476
                    230,                0.35959,                0.22411,                 0.8684,                0.97773,                0.98303,                  0.979,                0.79048,                 0.8262,                 0.3285,                 1.0896,               0.002443,               0.002443,               0.002443
                    231,                0.36112,                0.22139,                0.87454,                0.97578,                 0.9832,                0.98094,                0.79144,                0.82545,                0.32779,                 1.0887,                0.00241,                0.00241,                0.00241
                    232,                0.36066,                0.21786,                0.87221,                  0.976,                0.98324,                0.97906,                0.78709,                0.82605,                0.32609,                 1.0893,               0.002377,               0.002377,               0.002377
                    233,                0.36086,                0.22229,                0.87456,                0.97585,                0.98301,                 0.9818,                0.79115,                0.83139,                0.33055,                 1.0944,               0.002344,               0.002344,               0.002344
                    234,                0.34953,                0.21498,                0.86951,                0.97561,                0.98298,                0.98172,                0.79022,                0.83092,                0.33167,                 1.0925,               0.002311,               0.002311,               0.002311
                    235,                0.35668,                0.22102,                0.87077,                0.97228,                0.98321,                 0.9811,                0.79429,                0.82891,                0.32869,                 1.0896,               0.002278,               0.002278,               0.002278
                    236,                0.35336,                0.21961,                0.86787,                0.97565,                 0.9832,                0.97967,                0.79485,                0.82225,                0.32697,                 1.0859,               0.002245,               0.002245,               0.002245
                    237,                 0.3508,                0.22069,                 0.8678,                 0.9746,                0.98363,                0.98037,                0.79407,                0.81913,                0.33089,                 1.0842,               0.002212,               0.002212,               0.002212
                    238,                0.35408,                0.21872,                0.86731,                0.97566,                0.98394,                 0.9818,                0.79505,                0.81867,                0.31826,                 1.0825,               0.002179,               0.002179,               0.002179
                    239,                0.34367,                0.21838,                0.86582,                0.97504,                0.98456,                 0.9818,                0.79543,                0.81786,                0.32656,                 1.0836,               0.002146,               0.002146,               0.002146
                    240,                0.35266,                 0.2153,                0.86633,                0.97461,                0.98476,                 0.9818,                0.79401,                0.82464,                0.32824,                 1.0874,               0.002113,               0.002113,               0.002113
                    241,                0.34771,                0.21783,                  0.873,                0.97222,                0.98537,                0.98148,                0.79396,                0.82798,                0.32765,                 1.0901,                0.00208,                0.00208,                0.00208
                    242,                 0.3481,                0.21451,                0.86795,                 0.9748,                0.98388,                 0.9833,                0.79131,                0.82494,                0.32481,                  1.092,               0.002047,               0.002047,               0.002047
                    243,                0.34325,                0.21592,                0.86882,                0.97648,                0.98421,                0.98638,                0.79597,                0.82511,                0.32446,                 1.0947,               0.002014,               0.002014,               0.002014
                    244,                0.35045,                0.21737,                0.86916,                0.97533,                 0.9844,                0.98602,                0.79532,                0.82702,                0.31913,                 1.0959,               0.001981,               0.001981,               0.001981
                    245,                0.34402,                0.21554,                0.86606,                0.97492,                0.98459,                0.98598,                0.79624,                0.82427,                0.32033,                 1.0915,               0.001948,               0.001948,               0.001948
                    246,                0.34438,                0.21449,                0.87187,                0.97198,                0.98482,                0.98547,                0.79532,                0.82389,                0.32508,                 1.0904,               0.001915,               0.001915,               0.001915
                    247,                 0.3506,                0.21767,                0.87052,                0.97316,                 0.9844,                0.98543,                0.79721,                0.82904,                 0.3258,                 1.0943,               0.001882,               0.001882,               0.001882
                    248,                 0.3438,                0.21869,                0.86701,                 0.9715,                0.98451,                0.98589,                0.80143,                0.82776,                0.32898,                 1.0952,               0.001849,               0.001849,               0.001849
                    249,                0.33359,                0.21007,                0.86436,                0.97106,                0.98396,                0.98537,                0.80018,                0.82556,                0.32893,                 1.0949,               0.001816,               0.001816,               0.001816
                    250,                0.33245,                0.21113,                0.86279,                0.97421,                0.98394,                0.98056,                0.79173,                0.82411,                0.32401,                 1.0917,               0.001783,               0.001783,               0.001783
                    251,                0.34047,                 0.2049,                0.86794,                0.97559,                0.98394,                0.98226,                0.79397,                0.82173,                  0.318,                 1.0904,                0.00175,                0.00175,                0.00175
                    252,                 0.3373,                0.20946,                0.87101,                0.97401,                 0.9841,                0.98452,                0.79712,                0.82151,                0.31866,                  1.089,               0.001717,               0.001717,               0.001717
                    253,                0.33109,                0.20441,                0.86349,                0.97623,                0.98397,                0.98364,                0.80158,                0.82076,                0.31976,                 1.0891,               0.001684,               0.001684,               0.001684
                    254,                0.32997,                0.20977,                0.86434,                0.97665,                0.98349,                0.98208,                0.79997,                0.81972,                0.32299,                 1.0898,               0.001651,               0.001651,               0.001651
                    255,                0.33453,                0.20264,                0.86892,                 0.9767,                0.98318,                0.98156,                0.79647,                 0.8272,                0.32356,                 1.0934,               0.001618,               0.001618,               0.001618
                    256,                0.33301,                0.20384,                0.86907,                0.97598,                0.98306,                0.98156,                0.79669,                0.82667,                0.32649,                 1.0921,               0.001585,               0.001585,               0.001585
                    257,                 0.3231,                0.20488,                0.86191,                0.97666,                0.98285,                0.98296,                 0.7952,                0.82674,                0.33018,                  1.093,               0.001552,               0.001552,               0.001552
                    258,                0.33024,                0.20461,                0.86331,                0.97699,                0.98295,                0.98191,                0.79595,                0.82615,                0.32945,                 1.0922,               0.001519,               0.001519,               0.001519
                    259,                 0.3272,                0.21017,                0.86277,                0.97512,                0.98297,                 0.9848,                0.79882,                0.82652,                0.33002,                 1.0925,               0.001486,               0.001486,               0.001486
                    260,                0.32245,                0.20145,                0.86242,                0.97317,                0.98293,                 0.9848,                0.80114,                0.82449,                0.33066,                 1.0919,               0.001453,               0.001453,               0.001453
                    261,                0.33324,                0.20724,                0.86512,                0.97366,                 0.9831,                 0.9853,                0.79853,                0.82284,                0.32879,                 1.0927,                0.00142,                0.00142,                0.00142
                    262,                 0.3285,                 0.2061,                0.86288,                 0.9737,                0.98318,                0.98497,                0.79961,                0.82621,                0.33263,                 1.0952,               0.001387,               0.001387,               0.001387
                    263,                0.32624,                0.20486,                0.86496,                0.97527,                0.98306,                0.98428,                0.80037,                0.82942,                 0.3316,                 1.0988,               0.001354,               0.001354,               0.001354
                    264,                0.32363,                0.20442,                0.86382,                0.97353,                  0.983,                0.98605,                0.80516,                0.82863,                0.33106,                 1.0979,               0.001321,               0.001321,               0.001321
                    265,                0.32035,                0.20095,                0.86698,                0.97176,                0.98283,                0.98693,                0.80414,                0.82921,                0.33127,                 1.0989,               0.001288,               0.001288,               0.001288
                    266,                0.32366,                0.20458,                 0.8606,                0.97155,                0.98289,                0.98751,                0.80577,                0.82959,                0.33493,                 1.0989,               0.001255,               0.001255,               0.001255
                    267,                0.32489,                0.19745,                 0.8656,                 0.9715,                0.98293,                0.98686,                0.80241,                0.83007,                0.33243,                 1.0992,               0.001222,               0.001222,               0.001222
                    268,                0.32896,                0.20575,                0.86458,                  0.974,                0.98298,                0.98653,                0.80368,                0.82943,                0.33483,                 1.0977,               0.001189,               0.001189,               0.001189
                    269,                0.32168,                0.19764,                0.86182,                0.97489,                0.98298,                0.98672,                0.80174,                0.82934,                0.33365,                 1.0968,               0.001156,               0.001156,               0.001156
                    270,                  0.316,                0.19804,                0.86369,                0.97542,                0.98299,                0.98659,                0.80213,                0.82729,                0.33252,                 1.0942,               0.001123,               0.001123,               0.001123
                    271,                  0.325,                0.19947,                0.86472,                0.97549,                0.98308,                0.98688,                0.80471,                0.82918,                0.33013,                 1.0944,                0.00109,                0.00109,                0.00109
                    272,                0.31956,                0.19547,                0.86392,                0.97702,                0.98316,                0.98638,                0.80149,                0.82919,                 0.3282,                 1.0954,               0.001057,               0.001057,               0.001057
                    273,                0.31993,                 0.1996,                0.86521,                0.97621,                 0.9831,                0.98627,                0.79807,                0.83157,                 0.3278,                 1.0969,               0.001024,               0.001024,               0.001024
                    274,                0.31717,                  0.197,                0.86172,                0.97641,                0.98296,                0.98627,                0.79952,                0.83459,                0.32799,                 1.0993,               0.000991,               0.000991,               0.000991
                    275,                0.31866,                0.19354,                0.86305,                0.97703,                0.98315,                0.98627,                0.80205,                0.83424,                0.32532,                 1.1009,               0.000958,               0.000958,               0.000958
                    276,                0.30651,                0.18783,                0.86158,                0.97697,                0.98331,                0.98644,                0.80222,                0.83225,                0.32389,                 1.0999,               0.000925,               0.000925,               0.000925
                    277,                0.31116,                0.19112,                0.86183,                0.97711,                0.98321,                0.98448,                0.79885,                0.83373,                0.32538,                 1.1007,               0.000892,               0.000892,               0.000892
                    278,                0.30789,                0.18764,                0.85236,                0.97811,                0.98328,                0.98371,                 0.7984,                0.83337,                 0.3301,                  1.101,               0.000859,               0.000859,               0.000859
                    279,                0.30567,                0.18407,                0.86015,                0.97642,                0.98334,                0.98417,                0.79814,                0.83238,                0.33711,                 1.1006,               0.000826,               0.000826,               0.000826
                    280,                0.30873,                0.18278,                0.86255,                0.97604,                0.98347,                0.98464,                0.79983,                0.82991,                0.33832,                 1.0997,               0.000793,               0.000793,               0.000793
                    281,                0.30747,                0.18267,                0.85624,                 0.9752,                 0.9834,                0.98459,                0.79951,                0.82841,                0.33403,                 1.0982,                0.00076,                0.00076,                0.00076
                    282,                0.30798,                0.18599,                0.86012,                0.97567,                0.98321,                0.98539,                0.79984,                0.82833,                0.33458,                 1.0982,               0.000727,               0.000727,               0.000727
                    283,                 0.3135,                0.18439,                0.85963,                0.97605,                 0.9833,                0.98411,                0.80042,                0.82619,                0.33335,                 1.0972,               0.000694,               0.000694,               0.000694
                    284,                0.30435,                0.17978,                0.85776,                0.97596,                0.98331,                0.98441,                0.80052,                0.82666,                0.33366,                 1.0972,               0.000661,               0.000661,               0.000661
                    285,                0.30484,                0.18467,                0.85928,                0.97637,                0.98329,                0.98382,                0.80148,                0.82545,                0.33452,                  1.095,               0.000628,               0.000628,               0.000628
                    286,                0.29614,                0.17926,                0.85714,                0.97802,                0.98321,                0.98439,                0.80157,                0.82438,                0.33342,                 1.0935,               0.000595,               0.000595,               0.000595
                    287,                0.30741,                0.18279,                0.86024,                0.97821,                0.98321,                0.98452,                0.80062,                0.82438,                 0.3305,                 1.0938,               0.000562,               0.000562,               0.000562
                    288,                0.29806,                0.17613,                0.85817,                0.97882,                0.98319,                0.98575,                0.80107,                0.82556,                0.32816,                 1.0942,               0.000529,               0.000529,               0.000529
                    289,                0.30253,                0.18157,                0.86026,                0.97863,                0.98313,                0.98582,                0.79951,                0.82565,                0.32875,                 1.0942,               0.000496,               0.000496,               0.000496
                    290,                0.30408,                0.17806,                0.85681,                0.97839,                0.98311,                0.98592,                0.80042,                 0.8253,                0.32858,                 1.0943,               0.000463,               0.000463,               0.000463
                    291,                0.63322,                0.27708,                0.99995,                0.97844,                0.98312,                0.98661,                0.80202,                0.82252,                0.32746,                 1.0936,                0.00043,                0.00043,                0.00043
                    292,                0.62191,                0.26279,                0.99258,                0.97889,                0.98322,                0.98673,                0.80349,                0.81926,                0.32465,                 1.0908,               0.000397,               0.000397,               0.000397
                    293,                0.61123,                0.25818,                0.97132,                0.97827,                0.98326,                0.98693,                0.80437,                0.81805,                0.32304,                 1.0887,               0.000364,               0.000364,               0.000364
                    294,                0.60521,                0.25306,                0.97374,                0.97845,                 0.9832,                0.98623,                0.80288,                0.81723,                0.31975,                 1.0867,               0.000331,               0.000331,               0.000331
                    295,                0.60466,                0.25131,                0.97916,                0.97981,                0.98317,                 0.9864,                0.80337,                 0.8163,                0.31731,                 1.0858,               0.000298,               0.000298,               0.000298
                    296,                0.60767,                0.25253,                0.97473,                0.97859,                0.98309,                0.98508,                0.80213,                0.81535,                0.31625,                 1.0846,               0.000265,               0.000265,               0.000265
                    297,                0.60609,                0.24947,                0.97302,                0.97859,                0.98301,                0.98497,                0.80045,                 0.8147,                0.31567,                 1.0839,               0.000232,               0.000232,               0.000232
                    298,                 0.5995,                0.25172,                0.97517,                0.97848,                0.98298,                0.98664,                0.80196,                0.81486,                0.31452,                 1.0834,               0.000199,               0.000199,               0.000199
                    299,                0.59713,                0.25111,                0.97304,                0.97829,                0.98294,                0.98497,                0.79982,                0.81461,                0.31477,                 1.0824,               0.000166,               0.000166,               0.000166
                    300,                0.60055,                0.24934,                0.97253,                0.97845,                0.98297,                 0.9864,                 0.8009,                0.81508,                0.31444,                 1.0819,               0.000133,               0.000133,               0.000133
